SITENO,EAST,NORTH,Comment,distance,No Data (sea or off map),Broadleaved woodland,Coniferous Woodland,Arable and Horticulture,Improved Grassland,Rough Grassland,Neutral Grassland,Calcareous Grassland,Acid Grassland ,"Fen, Marsh and Swamp",Heather,Heather grassland,Bog,Montane Habitats,Inland Rock,Salt water,Freshwater,Supra-littoral Rock,Supra-littoral Sediment,Littoral Rock,Littoral sediment,Saltmarsh,Urban,Suburban,TOTAL COUNT
3054,248800,188100, ,1000,0,1483,664,611,1859,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5024
3523,143899,523647,Off GB LCM2007,1000,5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029
1359,464000,173500, ,1000,0,1088,71,1915,1353,337,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,86,5024
2569,328300,118700, ,1000,0,71,56,2965,1324,222,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5024
3036,178700,224800, ,1000,615,54,0,1157,2230,629,0,0,0,0,0,0,0,0,0,7,0,80,0,0,0,0,3,249,5024
1155,317000,472300, ,1000,515,0,0,22,120,304,0,0,0,0,0,0,0,0,0,294,9,0,1222,0,1475,999,48,16,5024
1358,475800,199500, ,1000,0,836,0,1811,1127,243,0,417,0,0,0,0,0,0,310,0,34,0,0,0,0,0,138,108,5024
1353,462000,164700, ,1000,0,1100,493,1061,583,543,0,0,0,0,0,490,0,0,592,0,8,0,0,0,0,0,24,130,5024
1733,329900,95100, ,1000,0,773,828,1165,1512,708,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,5024
3809,468500,110400, ,1000,0,743,0,0,318,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,372,3575,5024
3814,439800,159500, ,1000,0,887,129,1364,2244,0,365,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5024
2668,248500,830500, ,1000,0,791,1710,445,1246,563,0,0,64,0,111,0,0,0,0,0,0,0,0,0,0,0,32,62,5024
10449,366600,101700, ,1000,0,179,13,2127,1850,319,0,163,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,347,5024
10446,375100,110900, ,1000,0,998,0,905,2785,34,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5024
10441,354000,97000, ,1000,0,2056,95,209,2394,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5024
10448,374300,113400, ,1000,0,234,28,1307,3172,195,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5024
10428,232800,368600, ,1000,3072,0,0,342,166,1067,0,0,21,0,0,0,0,0,0,11,0,16,0,182,108,0,0,39,5024
10429,232500,372500, ,1000,856,12,0,84,1077,467,0,0,0,0,0,35,0,0,0,204,371,0,1112,96,179,0,96,435,5024
3825,470900,112300, ,1000,0,585,62,764,2293,29,127,0,0,0,6,0,0,0,155,0,0,0,0,0,0,0,258,745,5024
3826,432500,137700, ,1000,0,235,0,3048,1549,79,96,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5024
2573,334100,151000, ,1000,0,143,0,1056,2831,498,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,480,5024
2574,332000,166000, ,1000,3108,37,0,49,215,0,0,0,14,0,0,0,0,0,0,189,0,0,0,1198,13,201,0,0,5024
2678,329300,675300, ,1000,1534,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,418,0,762,1553,5024
3417,501500,493200, ,1000,0,64,0,2113,1804,39,510,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,42,417,5024
2944,426800,516600, ,1000,0,26,0,1104,1396,0,43,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,589,1844,5024
2946,425700,620800, ,1000,1787,57,20,863,1675,115,0,0,0,0,24,9,0,0,0,221,0,2,82,10,49,40,1,69,5024
2676,317000,695400, ,1000,0,692,225,347,1482,336,574,0,0,0,0,88,0,0,13,0,1156,0,0,0,0,0,0,111,5024
2677,328600,671200, ,1000,0,469,144,921,899,467,0,0,0,0,0,9,0,0,188,0,0,0,0,0,0,0,460,1467,5024
3116,613100,254300, ,1000,0,310,0,3326,1213,28,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,128,5024
2576,320800,145800, ,1000,197,140,0,2103,819,66,106,0,0,0,0,0,0,0,25,416,0,0,40,381,87,41,548,55,5024
3119,637900,256700, ,1000,0,682,1267,1895,479,396,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,43,18,5024
3611,375600,238100, ,1000,0,2555,61,349,698,1320,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20,5024
3828,438300,123500, ,1000,0,2030,505,802,1207,62,140,0,0,26,61,25,0,0,47,0,67,0,0,0,0,0,20,32,5024
2575,348300,151600, ,1000,0,277,0,586,3678,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,5024
3830,456400,161600, ,1000,0,2633,78,858,1066,219,104,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,59,5024
2442,394600,177700, ,1000,0,74,35,2179,1932,417,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,235,5024
1371,455300,209400, ,1000,0,539,0,3775,509,140,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5024
1992,514500,231000, ,1000,0,354,0,3677,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,339,5024
2065,482300,140900, ,1000,0,1186,634,607,1991,73,265,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,260,5024
2284,416800,92100, ,1000,0,60,0,37,177,528,9,0,0,0,0,0,0,0,14,561,246,0,0,0,446,1478,248,1220,5024
1369,463800,173700, ,1000,0,1084,8,1645,1567,485,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,103,5024
3617,343700,225100, ,1000,0,521,727,701,1263,636,0,0,959,0,146,0,0,0,0,0,0,0,0,0,0,0,0,71,5024
4001,526700,226900, ,1000,0,1128,31,1873,371,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,996,5024
2287,382800,80200, ,1000,1011,393,0,304,1710,542,142,301,0,0,0,0,0,0,0,158,0,114,0,0,0,0,68,281,5024
1159,344700,482100, ,1000,0,858,1251,181,1494,320,672,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,78,5024
1368,462000,179300, ,1000,0,745,314,1253,2191,245,21,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,14,2,5024
3616,332000,281200, ,1000,0,369,1919,1892,749,71,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,5024
4002,531700,214900, ,1000,0,916,39,2014,1254,396,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,5024
2066,531900,153600, ,1000,0,1182,2,546,2985,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,5024
3543,95919,502647,Off GB LCM2007,1000,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028
3614,336800,278800, ,1000,0,70,268,2309,1954,403,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,5024
3832,433200,93800, ,1000,584,62,0,357,1281,406,0,0,0,0,0,0,0,0,0,753,260,0,279,0,336,479,67,160,5024
3542,156596,506604,Off GB LCM2007,1000,5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029
3905,438100,261500, ,1000,0,501,0,1921,2235,271,0,0,0,0,0,0,0,0,5,0,26,0,0,0,0,0,0,65,5024
1454,575200,113100, ,1000,0,1888,18,1142,1880,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5024
1460,555300,136800, ,1000,0,1248,3038,356,174,72,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,53,5024
3833,431500,100500, ,1000,0,2845,525,260,1105,25,101,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,37,5024
2064,484400,140300, ,1000,0,1154,361,710,1133,65,20,0,0,0,517,415,0,0,54,0,456,0,0,0,0,0,0,139,5024
3118,646500,268500, ,1000,0,953,367,129,712,726,0,0,0,69,1898,136,0,0,0,0,0,0,0,0,0,0,8,26,5024
4000,505500,171500, ,1000,0,118,0,85,1187,60,0,0,0,0,0,0,0,0,219,0,106,0,0,0,0,0,193,3056,5024
1999,533500,206500, ,1000,0,2186,198,266,2198,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,147,5024
1459,555600,137000, ,1000,0,1146,3225,502,83,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3827,443000,122000, ,1000,0,780,0,22,453,0,11,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,89,3633,5024
3829,472300,109300, ,1000,0,992,2,409,1852,28,719,0,0,0,0,31,0,0,26,0,0,0,0,0,0,0,20,945,5024
3831,441900,132100, ,1000,0,67,0,3112,1651,0,131,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,51,5024
1379,436000,232200, ,1000,0,324,0,2215,1302,1026,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,119,5024
1380,433400,226000, ,1000,0,146,0,2512,1656,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5024
1550,539600,164300, ,1000,0,517,13,2023,1128,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1204,5024
3313,601500,331500, ,1000,0,1704,1124,625,1435,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5024
3544,97409,596121,Off GB LCM2007,1000,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026
3245,554500,220500, ,1000,0,1690,0,1322,1695,67,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,31,114,5024
3248,573800,206100, ,1000,0,148,65,2489,1321,0,87,0,0,0,0,0,0,0,56,0,56,0,0,0,0,0,195,607,5024
3312,593500,296300, ,1000,0,1264,23,2336,766,49,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5024
1373,483300,193300, ,1000,0,1222,75,1631,828,178,0,48,0,0,0,0,0,0,0,0,11,0,0,0,0,0,274,757,5024
2292,400500,80900, ,1000,0,464,0,1483,2271,81,50,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1821,151800,38800, ,1000,64,574,59,1373,1738,22,0,0,0,0,107,77,0,0,10,0,0,0,44,36,0,0,169,751,5024
3314,621200,305500, ,1000,0,596,11,1033,2137,175,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,998,5024
2583,356800,145600, ,1000,0,641,172,1468,1967,268,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,31,454,5024
3619,356000,337000, ,1000,0,189,201,1745,2333,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,252,5024
2291,393500,82300, ,1000,0,1306,128,934,1873,271,53,190,26,0,27,12,0,0,148,0,0,0,0,0,0,0,0,56,5024
1161,373700,409400, ,1000,0,712,0,131,927,122,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,677,2410,5024
3908,419500,298400, ,1000,0,709,23,2295,424,363,394,0,0,0,0,0,0,0,318,0,332,0,0,0,0,0,39,127,5024
3252,594200,206000, ,1000,1926,96,0,970,969,86,0,0,0,0,0,0,0,0,0,219,80,0,0,21,326,77,69,185,5024
1374,496700,190000, ,1000,0,1739,118,692,1476,360,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,3,111,5024
1376,450600,160800, ,1000,0,843,13,1642,2221,126,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5024
1616,491100,367000, ,1000,0,634,28,2410,647,211,0,0,0,0,0,108,0,0,0,0,986,0,0,0,0,0,0,0,5024
1464,492200,116200, ,1000,0,3264,0,544,978,101,0,106,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,5024
2584,331300,141100, ,1000,0,112,18,2132,1363,130,0,0,0,0,0,0,0,0,0,200,9,0,16,43,0,0,330,671,5024
3319,601500,331500, ,1000,0,1704,1124,625,1435,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5024
4004,512700,204300, ,1000,0,122,85,1558,1893,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1109,5024
3320,601500,331500, ,1000,0,1704,1124,625,1435,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5024
2685,318700,687500, ,1000,0,1146,237,1764,1009,631,72,0,26,0,49,0,0,0,41,0,38,0,0,0,0,0,11,0,5024
3422,456200,517700, ,1000,0,532,27,499,1500,112,124,0,13,0,961,549,0,0,0,0,0,0,0,0,0,0,63,644,5024
3255,539900,193800, ,1000,0,1688,27,73,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,2232,5024
1551,544400,164900, ,1000,0,306,0,429,564,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3608,5024
1377,489600,209600, ,1000,0,2564,131,549,1285,325,0,125,0,0,0,0,0,0,11,0,0,0,0,0,0,0,23,11,5024
3910,432100,293900, ,1000,0,1006,0,1285,823,245,0,0,24,0,0,0,0,0,0,0,43,0,0,0,0,0,64,1534,5024
3421,454100,490500, ,1000,0,867,437,154,2064,915,0,0,260,0,70,237,0,0,0,0,0,0,0,0,0,0,6,14,5024
3244,553500,220000, ,1000,0,2995,0,887,1007,9,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,12,2,5024
3251,536200,252300, ,1000,0,33,0,4878,43,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5024
3253,540400,195900, ,1000,0,4055,9,116,635,0,18,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,125,5024
3254,539200,197300, ,1000,0,884,0,840,2924,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,276,5024
1378,483100,245300, ,1000,0,727,0,2994,1223,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,5024
1162,339800,480700, ,1000,0,759,34,38,2909,1091,0,0,41,0,0,108,0,0,42,0,0,0,0,0,0,0,0,2,5024
3903,437700,272800, ,1000,0,1303,16,2187,1050,50,154,0,0,0,0,0,0,0,21,0,92,0,0,0,0,0,25,126,5024
3059,260500,344700, ,1000,0,2239,62,11,262,1100,102,0,84,0,55,869,0,0,228,0,12,0,0,0,0,0,0,0,5024
2684,252000,701400, ,1000,0,1545,805,0,291,1139,0,0,21,0,439,492,0,0,0,0,12,0,0,0,0,0,79,201,5024
2820,435500,338800, ,1000,0,108,129,1100,947,46,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,1794,5024
3618,407400,307000, ,1000,0,50,5,3243,1264,115,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,41,241,5024
3250,557400,191000, ,1000,0,1225,16,1257,2224,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,137,153,5024
2290,394100,82300, ,1000,0,1217,122,742,1900,277,135,325,26,0,84,88,0,0,63,0,0,0,0,0,0,0,0,45,5024
4003,492600,212700, ,1000,0,238,0,1181,1457,515,0,0,0,0,0,0,0,0,14,0,115,0,0,0,0,0,39,1465,5024
2686,289500,767800, ,1000,0,196,409,11,1564,0,0,0,1627,0,933,284,0,0,0,0,0,0,0,0,0,0,0,0,5024
3621,392700,245300, ,1000,0,752,624,2376,1203,24,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,12,10,5024
1463,492100,116200, ,1000,0,3319,0,549,955,83,0,87,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,5024
3060,260100,344700, ,1000,0,2236,24,11,435,841,409,0,95,0,93,778,0,0,50,0,15,0,0,0,0,0,20,17,5024
3316,580000,346500, ,1000,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,642,0,2085,995,0,0,5024
3420,490300,488200, ,1000,0,726,2570,747,484,324,0,20,58,0,48,19,0,0,0,0,0,0,0,0,0,0,15,13,5024
3620,392600,258700, ,1000,0,1387,53,1888,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,5024
3907,435500,270700, ,1000,0,1269,517,2786,395,0,0,0,0,0,0,0,0,0,32,0,13,0,0,0,0,0,0,12,5024
2674,288500,697800, ,1000,0,575,61,5,537,200,147,0,2414,0,56,130,0,0,0,0,0,0,0,0,0,0,28,871,5024
2819,443000,345000, ,1000,0,518,0,954,2074,535,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,217,639,5024
2948,403200,648000, ,1000,1471,0,0,1854,269,358,0,0,0,0,0,0,0,0,0,413,21,0,525,0,86,0,27,0,5024
3612,330600,244700, ,1000,0,1236,148,1599,804,990,0,0,212,0,21,0,0,0,14,0,0,0,0,0,0,0,0,0,5024
3057,296500,271500, ,1000,0,180,44,579,1144,719,0,0,1598,0,260,500,0,0,0,0,0,0,0,0,0,0,0,0,5024
2682,300200,677700, ,1000,0,187,117,1309,1171,161,0,0,0,0,9,11,0,0,28,0,670,0,0,0,0,0,282,1079,5024
3306,634000,306500, ,1000,0,797,13,1223,306,442,0,0,0,1761,0,0,0,0,0,186,202,0,0,0,0,0,50,44,5024
3900,437300,271700, ,1000,0,1802,0,1440,1129,114,207,0,0,0,0,0,0,0,238,0,47,0,0,0,0,0,0,47,5024
3901,436900,271700, ,1000,0,1105,0,1877,1153,174,40,0,0,0,0,0,0,0,447,0,60,0,0,0,0,0,0,168,5024
3902,438500,260200, ,1000,0,325,0,2739,1399,183,0,0,0,0,0,0,0,0,35,0,6,0,0,0,0,0,0,337,5024
2669,346500,681500, ,1000,0,157,0,305,542,1720,0,0,0,0,0,46,0,0,40,22,9,0,295,0,1888,0,0,0,5024
3418,483500,453500, ,1000,0,379,33,3220,394,732,0,255,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5024
3904,444000,265000, ,1000,0,491,21,1949,2250,105,0,0,0,0,0,46,0,0,0,0,55,0,0,0,0,0,24,83,5024
1458,554500,101000, ,1000,0,3520,0,169,1284,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
2580,350300,133100, ,1000,0,1654,897,1539,815,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,5024
2582,353400,148000, ,1000,0,914,0,750,2973,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5024
1366,450000,164500, ,1000,0,1427,0,1659,343,776,0,0,0,0,79,29,0,0,218,0,0,0,0,0,0,0,402,91,5024
1367,460500,209200, ,1000,0,1725,549,1333,1391,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5024
2680,305500,679700, ,1000,0,420,20,1489,709,208,0,0,0,0,0,0,0,0,16,2053,16,0,0,0,61,0,32,0,5024
2681,300800,677600, ,1000,0,87,160,1388,933,201,0,0,0,0,9,0,0,0,91,0,565,0,0,0,0,0,276,1314,5024
3042,315900,222300, ,1000,0,194,65,756,2349,721,0,0,712,0,136,71,0,0,0,0,0,0,0,0,0,0,0,20,5024
1158,349800,478800, ,1000,0,2158,120,23,1968,411,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,255,5024
2663,300100,820500, ,1000,0,88,1913,15,1100,0,0,0,202,0,492,364,0,0,0,0,0,0,0,0,0,0,50,800,5024
2577,353300,147200, ,1000,0,593,18,1486,2117,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,335,5024
2581,290500,148500, ,1000,237,608,0,962,957,400,0,0,191,0,392,941,0,0,0,206,28,0,87,0,0,0,0,15,5024
1372,449500,164800, ,1000,0,1250,18,1662,534,788,46,0,0,0,97,29,0,0,200,0,0,0,0,0,0,0,362,38,5024
3305,649100,320800, ,1000,1621,579,11,41,634,146,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,396,0,0,4,5024
2063,489100,137300, ,1000,0,2753,958,187,249,57,0,0,0,0,245,349,0,0,0,0,0,0,0,0,0,0,2,224,5024
3906,437900,271000, ,1000,0,1796,0,1486,1414,4,267,0,0,0,0,0,0,0,14,0,22,0,0,0,0,0,0,21,5024
2818,423000,351000, ,1000,0,164,0,197,4363,263,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,5024
2578,339600,137200, ,1000,0,312,13,1441,2864,192,139,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52,5024
2579,349400,133900, ,1000,0,726,127,2361,1465,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5024
3303,599900,346100, ,1000,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,1528,0,2433,284,0,0,5024
2947,417400,558500, ,1000,0,847,986,1157,1263,300,0,0,0,0,10,34,0,0,0,0,0,0,0,0,0,0,16,411,5024
3056,307500,175500, ,1000,0,744,10,88,3284,620,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,5024
1736,288000,59400, ,1000,0,989,69,566,660,17,0,0,0,24,0,0,0,0,0,0,67,0,0,0,0,0,604,2028,5024
1737,287800,60200, ,1000,0,687,57,316,417,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,821,2700,5024
2693,313100,703600, ,1000,0,340,182,1801,780,265,0,0,0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,10,5024
2694,317400,699200, ,1000,0,356,75,516,2611,187,0,0,0,0,0,174,0,0,0,0,1057,0,0,0,0,0,37,11,5024
2695,312200,701000, ,1000,0,165,0,1293,1641,38,0,0,0,0,18,73,0,0,0,0,1418,0,0,0,0,0,167,211,5024
2696,315500,699300, ,1000,0,370,201,741,1012,233,0,0,0,0,0,248,98,0,0,0,2121,0,0,0,0,0,0,0,5024
3058,328300,341500, ,1000,0,704,330,944,1760,30,0,0,25,0,0,0,0,0,0,0,193,0,0,0,0,0,127,911,5024
3061,289100,377400, ,1000,0,304,17,14,2161,1000,0,0,41,0,0,0,0,0,553,0,14,0,0,0,0,19,82,819,5024
3541,116493,515451,Off GB LCM2007,1000,5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033
3545,26542,530176,Off GB LCM2007,1000,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030
3546,116891,518931,Off GB LCM2007,1000,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026
3834,434400,115700, ,1000,0,393,0,593,2828,0,76,0,0,9,0,9,0,0,11,0,381,0,0,0,0,0,121,603,5024
1163,348000,475800, ,1000,0,1389,45,24,1932,535,0,0,0,568,0,81,19,0,0,0,390,0,0,0,0,0,0,41,5024
1381,485600,195800, ,1000,0,1174,0,1045,1922,487,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,5024
1467,533100,108200, ,1000,0,403,0,232,2876,116,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,186,1197,5024
1469,487200,128400, ,1000,0,1642,528,1725,895,45,15,0,0,0,0,0,0,0,38,0,17,0,0,0,0,0,70,49,5024
1472,555000,99700, ,1000,0,3060,0,183,1713,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1822,210300,75300, ,1000,0,809,0,430,3043,484,0,0,0,0,159,0,0,0,47,0,0,0,0,0,0,0,14,38,5024
1827,157900,39600, ,1000,0,142,0,1291,453,464,0,0,0,0,29,35,0,0,33,0,0,0,2294,1,60,0,5,217,5024
1995,529900,183400, ,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567,457,5024
2697,291800,681000, ,1000,0,0,0,233,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652,1373,5024
2699,251700,660000, ,1000,0,717,21,194,1475,210,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,780,1602,5024
2821,434800,343300, ,1000,0,395,9,1375,1419,25,149,0,27,0,0,0,0,0,0,0,16,0,0,0,0,0,2,1607,5024
2949,451900,526600, ,1000,0,0,0,8,35,947,0,0,0,0,0,0,0,0,34,1186,107,0,0,0,0,725,1570,412,5024
3309,567900,322600, ,1000,0,48,249,3668,292,753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,5024
3321,633900,307000, ,1000,0,766,32,1386,258,304,11,0,0,1650,0,0,0,0,0,124,243,0,0,0,0,0,52,198,5024
3322,632600,306000, ,1000,0,1147,0,1570,613,433,0,0,0,802,0,0,0,0,0,79,338,0,0,0,0,0,24,18,5024
3324,618500,307200, ,1000,0,750,0,1626,1295,278,20,0,0,0,0,0,0,0,19,0,82,0,0,0,0,0,588,366,5024
3325,635500,315200, ,1000,0,863,0,1378,457,12,0,0,0,1457,0,0,0,0,0,0,785,0,0,0,0,0,44,28,5024
3326,617500,322100, ,1000,0,1210,857,1663,385,360,66,0,0,0,71,301,0,0,0,0,18,0,0,0,0,0,62,31,5024
3424,385500,498100, ,1000,0,0,0,0,0,0,0,0,674,0,0,1863,1868,619,0,0,0,0,0,0,0,0,0,0,5024
3426,504400,484000, ,1000,0,12,0,1815,632,62,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,558,1941,5024
3428,485400,485500, ,1000,0,920,2214,1266,396,197,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3538,145523,525016,Off GB LCM2007,1000,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025
3837,460700,149700, ,1000,0,329,0,34,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3726,5024
3838,459100,149300, ,1000,0,518,0,3594,114,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,5024
3911,413200,268200, ,1000,0,203,0,741,3447,593,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,5024
4006,523500,214200, ,1000,0,1753,0,76,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2539,5024
4007,522400,214000, ,1000,0,2443,41,835,1418,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,235,5024
4008,523000,213500, ,1000,0,1712,0,361,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1963,5024
3839,425500,113500, ,1000,0,3106,653,81,142,391,574,0,0,0,13,64,0,0,0,0,0,0,0,0,0,0,0,0,5024
4200,236700,660000, ,1000,0,1145,65,119,2882,139,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,1,8,5024
4201,304800,602600, ,1000,0,39,2403,322,354,4,0,0,1270,0,114,484,0,0,20,0,0,0,0,0,0,0,14,0,5024
4202,199600,746300, ,1000,0,1037,0,0,173,122,0,0,2644,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,5024
4204,300400,686200, ,1000,0,779,35,404,1148,665,41,0,0,0,0,0,0,0,0,121,740,0,0,0,87,0,237,767,5024
4205,235800,658100, ,1000,0,948,142,342,1390,362,1,0,0,0,0,0,0,0,10,0,1406,0,0,0,0,0,109,314,5024
4206,319400,968400, ,1000,1084,0,32,239,948,1681,0,0,0,0,0,0,0,0,0,429,0,0,51,17,70,0,126,347,5024
1382,458600,163800, ,1000,0,1745,257,1114,867,141,0,0,0,0,0,42,0,0,479,0,55,0,0,0,0,0,150,174,5024
1475,497300,116700, ,1000,0,1766,16,410,2749,19,11,0,0,0,0,0,0,0,27,0,26,0,0,0,0,0,0,0,5024
1739,257400,133800, ,1000,0,212,0,870,2685,239,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,165,841,5024
